title,authors,author_name,language,work_id,edition_information,publisher,num_pages,series_id,series_name,series_position,description
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,,Steven Weisenburger,eng,840914,updated,University of Georgia Press,424,,,,"Adding some 20 percent to the original content, this is a completely updated edition of Steven Weisenburger's indispensable guide to Thomas Pynchon's <i>Gravity's Rainbow</i>. Weisenburger takes the reader page by page, often line by line, through the welter of historical references, scientific data, cultural fragments, anthropological research, jokes, and puns around which Pynchon wove his story.<br /><br />Weisenburger fully annotates Pynchon's use of languages ranging from Russian and Hebrew to such subdialects of English as 1940s street talk, drug lingo, and military slang as well as the more obscure terminology of black magic, Rosicrucianism, and Pavlovian psychology. <br /><br />The <i>Companion</i> also reveals the underlying organization of <i>Gravity's Rainbow</i> - how the book's myriad references form patterns of meaning and structure that have eluded both admirers and critics of the novel. <br /><br />The <i>Companion</i> is keyed to the pages of the principal American editions of <i>Gravity's Rainbow</i>: Viking/Penguin (1973), Bantam (1974), and the special, repaginated Penguin paperback (2000) honoring the novel as one of twenty ""Great Books of the Twentieth Century."""
Lines of Flight: Discursive Time and Countercultural Desire in the Work of Thomas Pynchon,"[{'id': '3969', 'name': 'Stefan Mattessich', 'role': ''}, {'id': '269530', 'name': 'Stanley Fish', 'role': 'Editor'}]",Stefan Mattessich,,9204,,Duke University Press Books,304,,,,"For Thomas Pynchon, the characteristic features of late capitalism—the rise of the military-industrial complex, consumerism, bureaucratization and specialization in the workplace, standardization at all levels of social life, and the growing influence of the mass media—all point to a transformation in the way human beings experience time and duration. Focusing on Pynchon’s novels as representative artifacts of the postwar period, Stefan Mattessich analyzes this temporal transformation in relation not only to Pynchon’s work but also to its literary, cultural, and theoretical contexts.<br />Mattessich theorizes a new kind of time—subjective displacement—dramatized in the parody, satire, and farce deployed through Pynchon’s oeuvre. In particular, he is interested in showing how this sense of time relates to the counterculture of the 1960s and 1970s. Examining this movement as an instance of flight or escape and exposing the beliefs behind it, Mattessich argues that the counterculture’s rejection of the dominant culture ultimately became an act of self-cancellation, a rebellion in which the counterculture found itself defined by the very order it sought to escape. He points to parallels in Pynchon’s attempts to dramatize and enact a similar experience of time in the doubling-back, crisscrossing, and erasure of his writing. Mattessich lays out a theory of cultural production centered on the ethical necessity of grasping one’s own susceptibility to discursive forms of determination."
Casino Royale,,Ian Fleming,,2503304,,Penguin Group,212,49623,James Bond (Original Series),1,"At the casino in Deauville Bond's game is baccarat, for stakes that run into millions of francs. But away from the discreet salons, it's 007 versus one of Russia's most powerful and ruthless agents."
Bond on Set: Filming Casino Royale,,Greg Williams,,9205,,DK,128,,,,"Starring Daniel Craig as Ian Fleming's suave secret agent James Bond, Casino Royale is the latest addition to the most successful film series ever made. Premier showbiz photographer Greg Williams creates a unique visual record for the making of the MGM film, scheduled for release on November 17. Full color."
Casino Royale,"[{'id': '2565', 'name': 'Ian Fleming', 'role': ''}, {'id': '5602', 'name': 'Simon Vance', 'role': 'Narrated by'}]",Ian Fleming,,2503304,,Blackstone Audiobooks,4,49623,James Bond (Original Series),1,"Introducing James Bond: charming, sophisticated, handsome, chillingly ruthless, and licensed to kill. This, the first of Ian Fleming's tales of secret agent 007, finds Bond on a mission to neutralize a lethal, high-rolling Russian operative called ?Le Chiffre??by ruining him at the Baccarat table."
Casino Royale,,Ian Fleming,eng,2503304,,"Penguin Books, Limited (UK)",181,49623,James Bond (Original Series),1,"This, the first of Fleming's tales of agent 007, finds Bond on a mission to neutralize a lethal, high-rolling Russian operative called simply 'Le Chiffre' - by ruining him at the baccarat table and forcing his Soviet spy masters to 'retire' him. It seems that lady luck is taken with James - Le Chiffre has hit a losing streak. But some people just refuse to play by the rules, and Bond's attraction to a beautiful female agent leads him to disaster and an unexpected savior."
"Casino Royale (James Bond, #1)",,Ian Fleming,,2503304,,Berkley Books,180,49623,James Bond (Original Series),1,"British Secret Service agent James Bond, a.k.a. 007, is sent to play in a high-stakes baccarat game in an effort to take down Le Chiffre, a financier for the villainous SMERSH. Things get more complex when Bond is partnered with Vesper Lynd, a beautiful and smart MI6 employee with a dark secret. <br /><br />James Bond is one of the most iconic characters in 20th-century literature. In addition to the 12 novels and 9 short stories written by Ian Fleming, there have been over 40 novels and short stories written about the spy by other authors, and 26 films produced, starring actors such as Sean Connery and Daniel Craig as 007."
Casino Royale,,Ian Fleming,,2503304,,Signet,144,49623,James Bond (Original Series),1,"British Secret Service agent James Bond, a.k.a. 007, is sent to play in a high-stakes baccarat game in an effort to take down Le Chiffre, a financier for the villainous SMERSH. Things get more complex when Bond is partnered with Vesper Lynd, a beautiful and smart MI6 employee with a dark secret. <br /><br />James Bond is one of the most iconic characters in 20th-century literature. In addition to the 12 novels and 9 short stories written by Ian Fleming, there have been over 40 novels and short stories written about the spy by other authors, and 26 films produced, starring actors such as Sean Connery and Daniel Craig as 007."
Casino Royale,"[{'id': '153294', 'name': 'Anthony Hern', 'role': 'Adapted by'}, {'id': '2565', 'name': 'Ian Fleming', 'role': ''}, {'id': '65723', 'name': 'Henry Gammidge', 'role': ''}, {'id': '65724', 'name': 'John McLusky', 'role': 'Illustrator'}]",Anthony Hern,eng,21967797,Graphic Novels,Titan Books,96,186555,James Bond comic strips,5,"Card Shark!<br /><br />This new edition also includes 'Live and Let Die' and the very rarely seen 'Moonraker', brought together for the first time in one spectacular collection - which also features an exclusive introduction by legendary Bond actor Sir Roger Moore!<br /><br />This is the story that introduced the world to James Bond! In his first mission, Bond must neutralise a Russian operative by ruining him at the baccarat table and forcing his 'retirement'. Lady Luck appears to be with James as his target hits a losing streak, but Bond's attraction to a beautiful female agent leads him to disaster ...<br /><br />This volume contains a n essay entitled 'Bond in Books: The post-Fleming Novels 1966-1981' by Paul Simpson.<br /><br />The comic strip form for 'Casino Royale' first appeared in the Daily Express between 7 July 1958 and 13 December 1958; the comic strip for 'Live and Let Die' irst first appeared in the Daily Express between 13 December 1958 and 28 March 1959; the comic strip for 'Moonraker' first appeared in the Daily Express between 30 March 1959 and 8 August 1959."
"From Russia, With Love ; Casino Royale ; Live And Let Die ; Diamonds Are Forever ; Dr No ; Goldfinger",,Ian Fleming,eng,9207,,,,49623,James Bond (Original Series),"1-2, 4-7",
Bel Canto,,Ann Patchett,eng,859342,,Harper Perennial,318,,,,"Somewhere in South America, at the home of the country's vice president, a lavish birthday party is being held in honor of the powerful businessman Mr. Hosokawa. Roxane Coss, opera's most revered soprano, has mesmerized the international guests with her singing. It is a perfect evening—until a band of gun-wielding terrorists takes the entire party hostage. But what begins as a panicked, life-threatening scenario slowly evolves into something quite different, a moment of great beauty, as terrorists and hostages forge unexpected bonds and people from different continents become compatriots, intimate friends, and lovers."
Coffin's Overtones of Bel Canto: Phonetic Basis of Artistic Singing with 100 Chromatic Vowel-Chart Exercises,,Berton  Coffin,,9208,,Scarecrow Press,256,,,,"This book and the accompanying chromatic vowel chart present many exercises that will make the voice stronger and more musical according to the precepts of Bel Canto. Vowel-pitch relationships have been notated in 117 exercises for teachers and singers, using acoustical phonetics, register, and musical notation. The exercises will develop the musical-muscular skills of both male and female singers."
Bel Canto: A Theoretical and Practical Vocal Method,"[{'id': '3973', 'name': 'Mathilde Marchesi', 'role': ''}, {'id': '3852410', 'name': 'P.L. Miller', 'role': 'Designed by'}]",Mathilde Marchesi,,9210,,Dover Publications,128,,,,"Mathilde Marchesi (1821–1913) was probably the most renowned singing teacher of the late nineteenth century. Herself the pupil of the great Manuel Garcia the Second and the associate of the unsurpassable divas of the middle nineteenth century, she also linked the traditional bel canto teaching method to the beginning of the twentieth century. Early in her career her work was praised enthusiastically by Rossini, who was for a time officially in charge of voice training in France; and toward the end of her career she prepared such superstars as Melba, Calvé, Eames, Aida, and others.<br />This volume embodies Madame Marchesi's ""vocal alphabet,"" or basic instructions and exercises that formed the voices of her great pupils. An introductory text discusses breathing, attack, registers, and similar matters, while the remainder of the book contains many exercises that teach voice management and projections.<br />Marchesi's book is today even more important than when it first appeared, for it offers the basis for a construction of the bel canto training system. At the time the book appeared, the bel canto system had gone out of fashion in favor of more modern schools that seemed to offer more rapid maturation, voice volume, and dramatics. Today, a more realistic reevaluation has revealed that the bel canto system gave the singer much longer performing life, a more pleasing voice, and far greater musical ability. As Philip Miller states in his introduction, ""a solidity, a sure technical mastery, an even scale with no register break . . . strong, even and secure trills, their coloratura masterly."" In addition, the resurgence of interest in early-nineteenth-century opera renders a work like Marchesi's indispensable to the modern singer.<br />"
Bel Canto: A History of Vocal Pedagogy,,James Stark,,47975,,University of Toronto Press,352,,,,"In this well documented and highly readable book, James Stark provides a history of vocal pedagogy from the beginning of the <i>bel canto</i> tradition of solo singing in the late sixteenth and early seventeenth centuries to the present. Using a nineteenth-century treatise by Manuel Garcia as his point of reference, Stark analyses the many sources that discuss singing techniques and selects a number of primary vocal 'problems' for detailed investigation. He also presents data from a series of laboratory experiments carried out to demonstrate the techniques of <i>bel canto</i>.<br /><br />The discussion deals extensively with such topics as the emergence of virtuoso singing, the castrato phenomenon, national differences in singing styles, controversies regarding the perennial decline in the art of singing, and the so-called secrets of <i>bel canto</i>.<br /><br />Stark offers a new definition of bel canto which reconciles historical and scientific descriptions of good singing. His is a refreshing and profound discussion of issues important to all singers and voice teachers."
Bel Canto,,Ann Patchett,eng,859342,,,318,,,,"<i>This is an alternate cover edition for ISBN 9781841155838, which can be found <a href=""https://www.goodreads.com/book/show/30977873-bel-canto"" rel=""nofollow noopener"">here</a>.</i><br /><br />In an unnamed South American country, a world-renowned soprano sings at a birthday party in honor of a visiting Japanese industrial titan. His hosts hope that Mr. Hosokawa can be persuaded to build a factory in their Third World backwater. Alas, in the opening sequence, just as the accompanist kisses the soprano, a ragtag band of 18 terrorists enters the vice-presidential mansion through the air conditioning ducts. Their quarry is the president, who has unfortunately stayed home to watch a favorite soap opera. And thus, from the beginning, things go awry."
Bel Canto,,Ann Patchett,spa,859342,,Océano,,,,,"In an unnamed South American country, a world-renowned soprano sings at a birthday party in honor of a visiting Japanese industrial titan. Alas, in the opening sequence, a ragtag band of 18 terrorists enters the vice-presidential mansion through the air conditioning ducts. Their quarry is the president, who has unfortunately stayed home to watch a favorite soap opera. And thus, from the beginning, things go awry.<br /><br />Among the hostages are Russian, Italian, and French diplomatic types. Swiss Red Cross negotiator oachim Messner comes and goes, wrangling over terms and demands. Days stretch into weeks, the weeks into months. Joined by no common language except music, the 58 international hostages and their captors forge unexpected bonds. Time stands still, priorities rearrange themselves. Ultimately, of course, something has to give.<br /><br />Hearing opera sung live for the first time, a young priest reflects: <br /><blockquote> Never had he thought, never once, that such a woman existed, one who stood so close to God that God's own voice poured from her. How far she must have gone inside herself to call up that voice. It was as if the voice came from the center part of the earth and by the sheer effort and diligence of her will she had pulled it up through the dirt and rock and through the floorboards of the house, up into her feet, where it pulled through her, reaching, lifting, warmed by her, and then out of the white lily of her throat and straight to God in heaven. </blockquote>"
Bel Canto: Die Lehre Der Klassischen Italienischen Gesangschulen:  Ihr Verfall Und Ihre Wiederherstellung,,Lucie Manen,,9212,,,,,,,
The Guerilla Film Makers Handbook: (US Edition),,Chris          Jones,,885387,,Bloomsbury Academic,720,,,,"The best-selling low-budget filmmaker's bible in the UK has now, at long last, been totally revamped for the American market. The two authors have interviewed hundreds of film industry insiders, resulting in, without doubt, the most comprehensive, entertaining, information-packed book available in America on how to produce a low-budget movie.<br /><br />The book has 3 main sections: Anatomy of a Movie, Case Studies, and The Toolkit. Anatomy of a Movie features in-depth, candid interviews with a huge cast of people already working in the film industry - from script readers to bank managers; from casting directors to costume providers; and from sound mixers to negative cutters. Case Studies tells the stories of a selection of low-budget movies, and how they were made. These include Chris and Genevieve's own films, as well as international successes like The Blair Witch Project and Lock, Stock and Two Smoking Barrels. The Toolkit is an amazing resource for new filmmakers, incorporating a huge range of sample legal contracts and agreements, as well as templates for production forms like locations checklists, shooting schedules, and call sheets."
Guerilla Film Makers Movie Blueprint,"[{'id': '15971927', 'name': 'Chris          Jones', 'role': ''}, {'id': '3852412', 'name': 'Jonathan Newman', 'role': ''}, {'id': '3852414', 'name': 'Cara Williams', 'role': ''}]",Chris          Jones,eng,9214,,Bloomsbury Academic,608,,,,"Central to The Guerilla Film Makers Movie Blueprint are flow charts: crystal-clear diagrams detailing every single thing, no matter how small, that needs to be done to make your film. This visual approach to the filmmaking process ensures that new (and established!) filmmakers get an instant overview of each and every discipline. Backing up the diagrams are copious notes - humorous in tone, yet broad and deep in content. Wherever possible, the text is broken apart into box outs, hot tips and sub-diagrams. This book is entertaining, irreverent, and never less than painfully practical. The Guerilla Film Makers Movie Blueprint will have its own dedicated website where readers can download the tools, forms, software, and artwork detailed in the book. Jones's latest endeavor is packed with over a decade's worth of experience, know-how, and insider tips. A must-read for every budding filmmaker."
The Documentary Film Makers Handbook: A Guerilla Guide,"[{'id': '3977', 'name': 'Genevieve Jolliffe', 'role': ''}, {'id': '3980', 'name': 'Andrew Zinnes', 'role': ''}]",Genevieve Jolliffe,,9215,,Bloomsbury Academic,432,,,,"<b></b>Documentary films have enjoyed a huge resurgence over the last few years, and there's a new generation of filmmakers wanting to get involved. In addition, the digital revolution has made documentaries even more accessible to the general filmmaker. Documentary films can now be shot professionally using cheaper equipment, and smaller cameras enable the documentarian to be less intrusive and therefore more intimate in the subjects' lives. With an increasing number of documentaries making it to the big screen (and enjoying ongoing sales on DVD), the time is right for an information-packed handbook that will guide new filmmakers towards potential artistic and commercial success.<br /><br /><b></b>The <em>Documentary Film Makers Handbook</em> features incisive and helpful interviews with dozens of industry professionals, on subjects as diverse as interview techniques, the NBC News Archive, music rights, setting up your own company, the Film Arts Foundation, pitching your proposal, the Sundance Documentary Fund, the Documentary Channel, the British Film Council, camera hire, filmmaking ethics, working with kids, editing your documentary, and DVD distribution.<br /><br /><b></b>The book also includes in-depth case studies of some of the most successful and acclaimed documentary films of recent years, including <em>Mad Hot Ballroom</em>, <em>Born Into Brothels</em>, <em>Touching the Void</em>,<em> Beneath the Veil</em>,and <em>Amandla</em>!<br /><br /><b></b>The <em>Documentary Film Makers Handbook</em> will be an essential resource for anyone who wants to know more about breaking into this exciting field."
Guerilla Marketing in 30 Days,"[{'id': '18089', 'name': 'Jay Conrad Levinson', 'role': ''}, {'id': '3981', 'name': 'Al Lautenslager', 'role': ''}]",Jay Conrad Levinson,,9216,,Entrepreneur Press,,,,,"Bestseller Guerrilla Marketing in 30 Days--now on audio Marketing gurus Jay Conrad Levinson and Al Lautenslager have created a simple, step-by-step plan that can transform any marketing strategy and an entire business in just 30 days--and now, all this essential information is included in a concise, four-CD set. Based on the bestselling marketing series in history, Guerrilla Marketing in 30 Days condenses the wisdom of the entire Guerrilla Marketing series into one easy-to- use audio package. Whether the goal is to develop a complete marketing plan or simply to improve your current marketing methods, this is the essential tool you need to get the plan under way. Every day, you'll get an action plan to follow, with all the marketing tips, methods, and ideas you need. With help from Guerrilla Marketing in 30 Days, you can listen and start thinking like a guerrilla marketer in no time!"
Mini-Manual of the Urban Guerrilla,,Carlos Marighella,en-US,9217,,Abraham Guillen Press,66,310609,Colorful Classics,3,"The classic pamphlet. A how-to guide, tried and tested by countless groups across the world. An important document for anyone vaguely inquisitive, or seriously interested. Written by the Brazilian as a reaction to the failure of Guevara and the rural guerillas. This new edition includes two other documents by Marighella - Problems And Principles Of Strategy And Questions Of Organization, a 1970 interview with liberated Brazilian political prisoners, and a chronology of the guerilla struggle in Brazil from 1964-73. It is better to err acting than to do nothing for fear of erring. Without initiative there is no guerilla warfare."
Guerilla Days in Ireland: A Personal Account of the Anglo-Irish War,,Tom Barry,eng,9218,,,,,,,"<i>Guerilla Days in Ireland</i> is the extraordinary story of the fight between two unequal forces, which ended in the withdrawal of the British from twenty-six counties. In particular, it is the story of the West Cork Flying column under Tom Barry, commander of genius and national hero."
Confessions of the Guerrilla Girls: By the Guerrilla Girls (Whoever They Really Are),"[{'id': '211264', 'name': 'Guerrilla Girls', 'role': ''}, {'id': '78204', 'name': 'Whitney Chadwick', 'role': ''}]",Guerrilla Girls,,9219,,Harper Perennial,95,,,,"A raucous, colorful showcase of the nationwide poster campaign waged against discrimination and inequalities in the art world--by a collective of female artists, graphic designers, and art-world professionals whose identities have never been revealed. More than 135 color illustrations; 4 tear-out postcard sheets."
Smart Sales People Don't Advertise: 10 Ways to Outsmart Your Competition with Guerilla Marketing,,Tom Richard,,9220,,Lulu.com,144,,,,Small businesses and salespeople can rescue themselves from slumping sales without spending a dime on advertising.
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),,Christopher   Duncan,en-US,9222,Second Edition,Apress,264,,,,"<b>The Barnes &amp; Noble Review</b><br />For years, <i>The Career Programmer</i> has been the definitive guide for programmers who want to succeed in the workplace. It's still that. But in today's age of outsourcing, when you're lucky to even <i>have</i> a pointy-haired boss, it's more. This Second Edition is a terrific guide to getting hired, evading age discrimination, even hanging out your own shingle and ""flying solo."" <br /><p><br />Christopher Duncan's the same joy to read as ever: wry, sometimes flat-out funny, always <i>real</i>. You can tell he's been there. <i>Is</i> there. You can tell it when he's writing about wrangling corporate bureaucracies, or managing your time, or estimates, or requirements, or QA. You can tell it when he's writing about resumes, job interviewing, or overcoming fear of change. If you want to take control of your programming career, instead of griping about it (or mourning it), <i>read this book</i>. <i>Bill Camarda, from the March 2006</i> <a></a>href=""<a target=""_blank"" rel=""noopener nofollow"" href=""http://www.barnesandnoble.com/newsletters/newsletters_cds2.asp?PID=994&quot;&gt;Read"">http://www.barnesandnoble.com/newslet...</a> Only</p>"
North of South: An African Journey,,Shiva Naipaul,eng,525465,,Penguin Classics,352,,,,"In the 1970s Shiva Naipaul travelled to Africa, visiting Kenya, Tanzania and Zambia for several months. Through his experiences, the places he visited and his various encounters, he aimed to discover what 'liberation', 'revolution' and 'socialism' meant to the ordinary people. His journey of discovery is brilliantly documented in this intimate, comic and controversial portrayal of a continent on the brink of change."
Journey to Nowhere: A New World Tragedy,,Shiva Naipaul,,9240,,Penguin Books,336,,,,"Rarely does a book come along which so transcends its apparent subject that the reader is ultimately given something larger, richer, and more revealing than he might initially have imagined. Already published in England to overwhelming acclaim, Shiva Naipaul's <i>Journey to Nowhere</i> is such a book – a “powerful, lucid, and beautifully written book” (<i>The Spectator</i>) that is destined to be one of the most controversial works of 1981.<br /><br />In it, this major writer takes us beyond the events and surface details surrounding the tragedy of Jonestown and the People's Temple – and gives us his remarkable, unique perspective on the deadly drama of ideas, environments, and unholy alliances that shaped those events both in Guyana and, even more significantly, in America.<br /><br /><i>Journey to Nowhere</i> is, on one level, a “brilliantly edgy safari” (<i>New Statesman</i>) <i>inside</i> the Third World itself – a place of increasing importance in our lives – and on another, a book about America, about the corrupt and corrupting ideologies and chi-chi politics of the past twenty years that enabled the Reverend Jim Jones and the Temple to flourish and grow powerful in California and Guyana,<br /><br />Drawing on interviews – with former members of the Temple, various officials, and such people as Buckminster Fuller, Huey Newton, Clark Kerr, and others – on documents, and most importantly, on his own strong, clear reactions on what he observed, Naipaul examines the Guyana of Forbes Burnham, the CIA stooge turned Third World socialist leader, whose stated ideals of socialism, racial brotherhood, and cooperative agricultural enterprise coincided so neatly, we learn for the first time, with those of the People's Temple – ideals that led all too easily to violence and death. “In life,” Naipaul writes, “they had been hailed by the Guyanese government as socialist heroes; in death, they had become hopelessly American.”<br /><br />In California, he traces the ideas generated in the 1960s in the white radical and Black Power movements – and the evolution of those ideas in the 1970s into the preoccupation with “self-realization,” ecology, and “life-style.” We learn of the Temple's formation and of its respected place in the San Francisco community; of Jim Jones and his life, from his small-town Indiana background to his coming West; of the Concerned Relatives and their attempts to totally discredit the Temple and extricate their family members from it. But above all, Naipaul relentlessly explores the American society that produced and nurtured Jones and his followers: the politicians and social workers, the Zen Buddhists and the poor – the junk people whom America professes to care about, but prefers to forget.<br /><br />Absolutely convincing, timely in its message, and written with “the sardonic humor which has become his trademark” (<i>The Times</i>), <i>Journey to Nowhere</i> is “a brilliant achievement” (<i>The Sunday Times</i>). It is certain to be talked about – and argued about – for years to come."
"V.S. Naipaul, Man and Writer",,Gillian Dooley,,9241,,University of South Carolina Press,164,,,,"A survey of the life and work of the 2001 Nobel Laureate for Literature, <i>V. S. Naipaul, Man and Writer</i> introduces readers to the writer widely viewed as a curmudgeonly novelist who finds special satisfaction in overturning the vogue presuppositions of his peers. Gillian Dooley takes an expansive look at Naipaul's literary career, from <i>Miguel Street to Magic Seeds.</i> From readings of his fiction, nonfiction, travel books, and volumes of letters, she elucidates the connections between Naipaul's personal experiences as a Hindu Indian from Trinidad living an expatriate life and the precise, euphonious prose with which he is synonymous.<br /><br />Dooley assesses each of Naipaul's major publications in light of his stated intentions and beliefs, and she traces the development of his writing style over a forty-year career. Devoting separate chapters to three of his chief works, <i>A House for Mr. Biswas, In a Free State, </i> and <i>The Enigma of Arrival, </i> she analyzes their critical reception and the primacy of Naipaul's specific narrative style and voice. Dooley emphasizes that it is, above all, Naipaul's refusal to compromise his vision in order to flatter or appease that has made him a controversial writer. At the same time she sees the integrity with which he reports his subjective response to the world as essential to the lasting success of his work."
V.S. Naipaul,,Bruce Alvin King,eng,518548,Second Edition,Palgrave Macmillan,240,,,,"<div>This revised and updated introduction to the novels and non-fiction of V.S. Naipaul will be of interest to students, specialists and general readers. Chronological chapters examine the structure, significance and development of Naipaul's writing, setting the texts in their autobiographical, philosophical, social and political, colonial and post-colonial contexts. New chapters in the second edition include an expanded biographical introduction, and discussion of the recent novels <i>A Way in the World</i> and <i>Half a Life</i>, Naipaul's writings on Islam, and the criticism of Naipaul by writers and post-colonial theorists.<br /></div>"
Graham Greene's the Power and the Glory and Other Works: A Guide to Understanding the Classics,,Gregor Roy,,1036817,,Monarch Press,112,,,,"How does <i>good</i> spoil, and how can <i>bad</i> be redeemed? In his penetrating novel <i>The Power and the Glory</i>, Graham Greene explores corruption and atonement through a priest and the people he encounters. In the 1930's, one Mexican state has outlawed the Church, naming it a source of greed and debauchery. The priests have been rounded up and forced to marry, abandoning their faith, or been put in front of a firing squad--save one, Padre José, the whisky priest. On the run, and in a blur of alcohol and fear, this fugitive meets a dentist, a banana farmer, and a village woman he knew six years earlier. For a while, he is accompanied by a toothless man--whom he refers to as his Judas and does his best to ditch. Always, a patriotic lieutenant is only a few hours behind, determined to liberate his country from the evils of the Church.<p> <br /><br />Greene has drawn Padre José--and all he encounters--vividly and viscerally. He may have said <i>The Power and the Glory</i> was ""written to a thesis,"" but this brilliant theological thriller has far more mysteries--and troubling ideals--than certainties. <i>--Joannie Kervran Stangeland</i></p>"
Power and Glory,"[{'id': '3995', 'name': 'Emily Rodda', 'role': ''}, {'id': '213367', 'name': 'Geoff Kelly', 'role': 'Illustrator'}]",Emily Rodda,,9245,,Greenwillow Books,32,,,,"A young boy gets a new video game, Power and Glory, for his birthday, and he's ready to blast the bad guys--if his loving family will just leave him alone! ""Observant viewers will notice some humorous similarities between the characters in the video game and the family members who interrupt the fun....The stylized artwork is remarkable for its tremendous energy, coherence of composition, and attention to detail....An unexpected pleasure.""--Booklist."
The Power and the Glory,,Clint Kelly,,9246,,Bethany House Publishers,270,,,,"Finding themselves in Istanbul in the midst of Turkey's massacre in World War I, Tatul and Adrine feel obliged to take a stand and fight for their homeland."
"Newhouse: All the Glitter, Power, and Glory of America's Richest Media Empire and the Secretive Man Behind It",,Thomas Maier,,9247,,Johnson Books,464,,,,"Newhouse is the first full-scale biography of the turbulent life and business career of Samuel I. Newhouse, Jr., who could arguably be described as the most powerful private citizen in America. Controlling a fortune estimated to be in excess of thirteen billion dollars, Si and his brother Donald are richer than the Queen of England, or Bill Gates, or Ross Perot, or any of the Kennedys, Rockefellers, or Hearsts. But Newhouse is not primarily about the accumulation of money by a family that two generations ago was literally impoverished. Rather, it is a book about power."
Kingdom Power and Glory: A Historical Guide to Westminster Abbey,"[{'id': '18483148', 'name': 'John    Field', 'role': ''}, {'id': '3852430', 'name': 'Malcolm Crowthers', 'role': 'Illustrator'}]",John    Field,,3214803,,Third Millennium,160,,,,"Westminster Abbey is arguably the most important single historic building in the UK. Richly illustrated throughout with both new and historical images, this fascinating guide tells the story through the words of kings, nobles, priests and chroniclers.<br /><br />For 30 years the author, John Field, taught English at Westminster School, where he was also the School's Archivist and Librarian. During his time there he became very familiar with the Abbey and its remarkable history.<br /><br />''The Abbey's history has been often written. But this is not just another history. It is informative, sometimes idiosyncratic, and always enjoyable account of this remarkable place. It brings the history to life and connects it with the work of Westminster Abbey today.... You will hear stories from history, which possibly you did not know. And you will perceive how today's Abbey is maintaining and developing the rich tradition of worship and service in which it stands.'' Wesley Carr, the former Dean of Westminster<br /><br />Written by John Field"
The Power And The Glory: The Authority Of Jesus,,James Stuart Jones,,9249,,,,,,,
"Regeneration (Regeneration, #1)",,Pat Barker,eng,9250,,Penguin Books Ltd,256,40436,Regeneration,1,"<em>Regeneration</em>, one in Pat Barker's series of novels confronting the psychological effects of World War I, focuses on treatment methods during the war and the story of a decorated English officer sent to a military hospital after publicly declaring he will no longer fight. Yet the novel is much more. Written in sparse prose that is shockingly clear—the descriptions of electronic treatments are particularly harrowing—it combines real-life characters and events with fictional ones in a work that examines the insanity of war like no other. Barker also weaves in issues of class and politics in this compactly powerful book. Other books in the series include <em>The Eye in the Door</em> and the Booker Award winner <em>The Ghost Road</em>."
Regeneration: 50 Photographers of Tomorrow,"[{'id': '4001', 'name': 'Nathalie Herschdorfer', 'role': 'Text'}, {'id': '4002', 'name': 'Jean-Christophe Blaser', 'role': ''}]",Nathalie Herschdorfer,,9251,,Aperture,224,,,,"What are young photographers up to at the outset of the twenty-first century? How do they see the world? How much do they respect, build on or reject tradition? Are they busy in the darkroom or in the computer lab--or both? ""reGeneration"" sets out to discover answers to these intriguing questions, previewing the work of 50 photographers who may well emerge as some of the finest of their generation. This remarkable book, the broadest and most enterprising survey of its kind, showcases the creativity, ingenuity and inspiration of these up-and-coming artists in over 200 superb images. Curators at the world-renowned Musee de l'Elysee in Lausanne, France, selected the featured photographers from hundreds of candidates submitted by more than 60 of the world's top photography schools. The panel's choice was made with one key question in mind: are these images likely to be known in 20 years' time? The results show that, as the new century builds momentum, the art of photography is alive and well, and photographers of extraordinary talent are already making their mark."
"Regeneration Through Violence: The Mythology of the American Frontier, 1600–1860",,Richard Slotkin,eng,1488736,,University of Oklahoma Press,670,308807,Myth of the American Frontier,1,"In <em>Regeneration Through Violence</em>, the first of his trilogy on the mythology of the American West, Richard Slotkin shows how the attitudes and traditions that shape American culture evolved from the social and psychological anxieties of European settlers struggling in a strange new world to claim the land and displace the Native Americans. Using the popular literature of the seventeenth, eighteenth, and early nineteenth centuries-including captivity narratives, the Daniel Boone tales, and the writings of Hawthorne, Thoreau, and Melville-Slotkin traces the full development of this myth."
The Eye in the Door,"[{'id': '4000', 'name': 'Pat Barker', 'role': ''}, {'id': '919564', 'name': 'Peter Firth', 'role': 'Read by'}]",Pat Barker,,806344,,Chivers Audio Books,,40436,Regeneration,2,"It is now 1918, and the setting for volume 2 in the Regeneration Trilogy has shifted from Scotland to an England suffering many shortages. As the war lingers on, pressure to fall in line for both military and civilians alike takes on ugly forms. Billy Prior now works in London as an Intelligence Officer. But his concern is the enemy within now, although a clear definition of the enemy is harder to come by than he might have expected..."
"The Regeneration Trilogy (Regeneration, #1-3)",,Pat Barker,eng,1157830,,Viking Books,592,40436,Regeneration,1-3,A trilogy of novels set during World War I which mingle real and fictional characters. The Ghost Road won the 1995 Booker Prize.
